""	"d"	"p"	"c"	"o"	"f"	"g"
"OTU_2121"	"Bacteria"	"Actinobacteria"	"Actinobacteria"	"Actinobacteria [C]"	"Actinobacteria [C]"	"Actinobacteria [C]"
"OTU_2122"	"Bacteria"	"Proteobacteria"	"Proteobacteria [P]"	"Proteobacteria [P]"	"Proteobacteria [P]"	"Proteobacteria [P]"
"OTU_2123"	"Bacteria"	"Proteobacteria"	"Proteobacteria [P]"	"Proteobacteria [P]"	"Proteobacteria [P]"	"Proteobacteria [P]"
"OTU_2124"	"Bacteria"	"Bacteria [D]"	"Bacteria [D]"	"Bacteria [D]"	"Bacteria [D]"	"Bacteria [D]"
"OTU_2125"	"Bacteria"	"Acidobacteria"	"Acidobacteria Gp3"	"Acidobacteria Gp3 [C]"	"Acidobacteria Gp3 [C]"	"Acidobacteria Gp3 [C]"
"OTU_2126"	"Bacteria"	"Acidobacteria"	"Acidobacteria Gp7"	"Acidobacteria Gp7 [C]"	"Acidobacteria Gp7 [C]"	"Acidobacteria Gp7 [C]"
"OTU_2127"	"Bacteria"	"Proteobacteria"	"Proteobacteria [P]"	"Proteobacteria [P]"	"Proteobacteria [P]"	"Proteobacteria [P]"
"OTU_2128"	"Bacteria"	"Bacteria [D]"	"Bacteria [D]"	"Bacteria [D]"	"Bacteria [D]"	"Bacteria [D]"
"OTU_2129"	"Bacteria"	"Bacteria [D]"	"Bacteria [D]"	"Bacteria [D]"	"Bacteria [D]"	"Bacteria [D]"
"OTU_2130"	"Bacteria"	"Acidobacteria"	"Acidobacteria Gp6"	"Acidobacteria Gp6 [C]"	"Acidobacteria Gp6 [C]"	"Gp6"
"OTU_2131"	"Bacteria"	"Acidobacteria"	"Acidobacteria Gp6"	"Acidobacteria Gp6 [C]"	"Acidobacteria Gp6 [C]"	"Gp6"
"OTU_2132"	"Bacteria"	"Proteobacteria"	"Proteobacteria [P]"	"Proteobacteria [P]"	"Proteobacteria [P]"	"Proteobacteria [P]"
"OTU_2133"	"Bacteria"	"Proteobacteria"	"Proteobacteria [P]"	"Proteobacteria [P]"	"Proteobacteria [P]"	"Proteobacteria [P]"
"OTU_2134"	"Bacteria"	"Proteobacteria"	"Proteobacteria [P]"	"Proteobacteria [P]"	"Proteobacteria [P]"	"Proteobacteria [P]"
"OTU_2135"	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"Alphaproteobacteria [C]"	"Alphaproteobacteria [C]"	"Alphaproteobacteria [C]"
"OTU_2136"	"Bacteria"	"Bacteria [D]"	"Bacteria [D]"	"Bacteria [D]"	"Bacteria [D]"	"Bacteria [D]"
"OTU_2137"	"Bacteria"	"Bacteria [D]"	"Bacteria [D]"	"Bacteria [D]"	"Bacteria [D]"	"Bacteria [D]"
"OTU_2138"	"Bacteria"	"Bacteria [D]"	"Bacteria [D]"	"Bacteria [D]"	"Bacteria [D]"	"Bacteria [D]"
"OTU_2139"	"Bacteria"	"Chlamydiae"	"Chlamydiae [P]"	"Chlamydiae [P]"	"Chlamydiae [P]"	"Chlamydiae [P]"
"OTU_2140"	"Bacteria"	"Bacteria [D]"	"Bacteria [D]"	"Bacteria [D]"	"Bacteria [D]"	"Bacteria [D]"
"OTU_2141"	"Bacteria"	"Planctomycetes"	"Planctomycetia"	"Planctomycetales"	"Planctomycetaceae"	"Planctomycetaceae [F]"
"OTU_2142"	"Bacteria"	"Chlamydiae"	"Chlamydiia"	"Chlamydiia [C]"	"Chlamydiia [C]"	"Chlamydiia [C]"
"OTU_2143"	"Bacteria"	"Chlamydiae"	"Chlamydiia"	"Chlamydiia [C]"	"Chlamydiia [C]"	"Chlamydiia [C]"
"OTU_2144"	"Bacteria"	"Verrucomicrobia"	"Subdivision3"	"Subdivision3 [C]"	"Subdivision3 [C]"	"Subdivision3 [C]"
"OTU_2145"	"Bacteria"	"Bacteria [D]"	"Bacteria [D]"	"Bacteria [D]"	"Bacteria [D]"	"Bacteria [D]"
"OTU_2146"	"Bacteria"	"Planctomycetes"	"Planctomycetia"	"Planctomycetia [C]"	"Planctomycetia [C]"	"Planctomycetia [C]"
"OTU_2147"	"Bacteria"	"Verrucomicrobia"	"Opitutae"	"Opitutae [C]"	"Opitutae [C]"	"Opitutae [C]"
"OTU_2148"	"Bacteria"	"Bacteria [D]"	"Bacteria [D]"	"Bacteria [D]"	"Bacteria [D]"	"Bacteria [D]"
"OTU_2149"	"Bacteria"	"Bacteria [D]"	"Bacteria [D]"	"Bacteria [D]"	"Bacteria [D]"	"Bacteria [D]"
"OTU_2150"	"Bacteria"	"Bacteria [D]"	"Bacteria [D]"	"Bacteria [D]"	"Bacteria [D]"	"Bacteria [D]"
"OTU_2151"	"Bacteria"	"Chloroflexi"	"Chloroflexi [P]"	"Chloroflexi [P]"	"Chloroflexi [P]"	"Chloroflexi [P]"
"OTU_2152"	"Bacteria"	"Bacteria [D]"	"Bacteria [D]"	"Bacteria [D]"	"Bacteria [D]"	"Bacteria [D]"
"OTU_2153"	"Bacteria"	"Bacteroidetes"	"Sphingobacteriia"	"Sphingobacteriales"	"Chitinophagaceae"	"Chitinophagaceae [F]"
"OTU_2154"	"Bacteria"	"Bacteria [D]"	"Bacteria [D]"	"Bacteria [D]"	"Bacteria [D]"	"Bacteria [D]"
"OTU_2155"	"Bacteria"	"Fibrobacteres"	"Fibrobacteria"	"Fibrobacteria [C]"	"Fibrobacteria [C]"	"Fibrobacteria [C]"
"OTU_2156"	"Bacteria"	"Bacteroidetes"	"Bacteroidetes [P]"	"Bacteroidetes [P]"	"Bacteroidetes [P]"	"Bacteroidetes [P]"
"OTU_2157"	"Bacteria"	"Bacteria [D]"	"Bacteria [D]"	"Bacteria [D]"	"Bacteria [D]"	"Bacteria [D]"
"OTU_2158"	"Bacteria"	"Bacteroidetes"	"Bacteroidetes [P]"	"Bacteroidetes [P]"	"Bacteroidetes [P]"	"Bacteroidetes [P]"
"OTU_2159"	"Bacteria"	"Verrucomicrobia"	"Verrucomicrobia [P]"	"Verrucomicrobia [P]"	"Verrucomicrobia [P]"	"Verrucomicrobia [P]"
"OTU_2160"	"Bacteria"	"Bacteria [D]"	"Bacteria [D]"	"Bacteria [D]"	"Bacteria [D]"	"Bacteria [D]"
"OTU_2161"	"Bacteria"	"Bacteria [D]"	"Bacteria [D]"	"Bacteria [D]"	"Bacteria [D]"	"Bacteria [D]"
"OTU_2162"	"Bacteria"	"Verrucomicrobia"	"Verrucomicrobia [P]"	"Verrucomicrobia [P]"	"Verrucomicrobia [P]"	"Verrucomicrobia [P]"
"OTU_2163"	"Bacteria"	"Verrucomicrobia"	"Subdivision3"	"Subdivision3 [C]"	"Subdivision3 [C]"	"Subdivision3 [C]"
"OTU_2164"	"Bacteria"	"Verrucomicrobia"	"Subdivision3"	"Subdivision3 [C]"	"Subdivision3 [C]"	"Subdivision3 [C]"
"OTU_2165"	"Bacteria"	"Bacteria [D]"	"Bacteria [D]"	"Bacteria [D]"	"Bacteria [D]"	"Bacteria [D]"
"OTU_2166"	"Bacteria"	"BRC1"	"BRC1 [P]"	"BRC1 [P]"	"BRC1 [P]"	"BRC1 [P]"
"OTU_2167"	"Bacteria"	"Bacteria [D]"	"Bacteria [D]"	"Bacteria [D]"	"Bacteria [D]"	"Bacteria [D]"
"OTU_2168"	"Bacteria"	"Chloroflexi"	"Caldilineae"	"Caldilineae [C]"	"Caldilineae [C]"	"Caldilineae [C]"
"OTU_2169"	"Bacteria"	"Acidobacteria"	"Acidobacteria [P]"	"Acidobacteria [P]"	"Acidobacteria [P]"	"Acidobacteria [P]"
"OTU_2170"	"Bacteria"	"Proteobacteria"	"Deltaproteobacteria"	"Syntrophobacterales"	"Syntrophobacteraceae"	"Syntrophobacteraceae [F]"
"OTU_2171"	"Bacteria"	"Proteobacteria"	"Deltaproteobacteria"	"Deltaproteobacteria [C]"	"Deltaproteobacteria [C]"	"Deltaproteobacteria [C]"
"OTU_2172"	"Bacteria"	"Bacteria [D]"	"Bacteria [D]"	"Bacteria [D]"	"Bacteria [D]"	"Bacteria [D]"
"OTU_2173"	"Bacteria"	"Proteobacteria"	"Deltaproteobacteria"	"Bdellovibrionales"	"Bacteriovoracaceae"	"Bacteriovorax"
"OTU_2174"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Methylococcales"	"Methylococcaceae"	"Methylococcaceae [F]"
"OTU_2175"	"Bacteria"	"Proteobacteria"	"Proteobacteria [P]"	"Proteobacteria [P]"	"Proteobacteria [P]"	"Proteobacteria [P]"
"OTU_2176"	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"Rhizobiales"	"Rhizobiales [O]"	"Rhizobiales [O]"
"OTU_2177"	"Bacteria"	"Acidobacteria"	"Acidobacteria Gp2"	"Acidobacteria Gp2 [C]"	"Acidobacteria Gp2 [C]"	"Gp2"
"OTU_2178"	"Bacteria"	"Acidobacteria"	"Acidobacteria Gp3"	"Acidobacteria Gp3 [C]"	"Acidobacteria Gp3 [C]"	"Acidobacteria Gp3 [C]"
"OTU_2179"	"Bacteria"	"Bacteria [D]"	"Bacteria [D]"	"Bacteria [D]"	"Bacteria [D]"	"Bacteria [D]"
"OTU_2180"	"Bacteria"	"Bacteria [D]"	"Bacteria [D]"	"Bacteria [D]"	"Bacteria [D]"	"Bacteria [D]"
"OTU_2181"	"Bacteria"	"Proteobacteria"	"Proteobacteria [P]"	"Proteobacteria [P]"	"Proteobacteria [P]"	"Proteobacteria [P]"
"OTU_2182"	"Bacteria"	"Bacteria [D]"	"Bacteria [D]"	"Bacteria [D]"	"Bacteria [D]"	"Bacteria [D]"
"OTU_2183"	"Bacteria"	"Bacteria [D]"	"Bacteria [D]"	"Bacteria [D]"	"Bacteria [D]"	"Bacteria [D]"
"OTU_2184"	"Bacteria"	"Acidobacteria"	"Acidobacteria Gp6"	"Acidobacteria Gp6 [C]"	"Acidobacteria Gp6 [C]"	"Gp6"
"OTU_2185"	"Bacteria"	"Proteobacteria"	"Betaproteobacteria"	"Betaproteobacteria [C]"	"Betaproteobacteria [C]"	"Betaproteobacteria [C]"
"OTU_2186"	"Bacteria"	"Proteobacteria"	"Betaproteobacteria"	"Betaproteobacteria [C]"	"Betaproteobacteria [C]"	"Betaproteobacteria [C]"
"OTU_2187"	"Bacteria"	"Acidobacteria"	"Acidobacteria Gp11"	"Acidobacteria Gp11 [C]"	"Acidobacteria Gp11 [C]"	"Gp11"
"OTU_2188"	"Bacteria"	"Bacteria [D]"	"Bacteria [D]"	"Bacteria [D]"	"Bacteria [D]"	"Bacteria [D]"
"OTU_2189"	"Bacteria"	"Candidatus Saccharibacteria"	"Candidatus Saccharibacteria [P]"	"Candidatus Saccharibacteria [P]"	"Candidatus Saccharibacteria [P]"	"Saccharibacteria genera (is)"
"OTU_2190"	"Bacteria"	"Bacteria [D]"	"Bacteria [D]"	"Bacteria [D]"	"Bacteria [D]"	"Bacteria [D]"
"OTU_2191"	"Bacteria"	"Planctomycetes"	"Planctomycetes [P]"	"Planctomycetes [P]"	"Planctomycetes [P]"	"Planctomycetes [P]"
"OTU_2192"	"Bacteria"	"Planctomycetes"	"Planctomycetes [P]"	"Planctomycetes [P]"	"Planctomycetes [P]"	"Planctomycetes [P]"
"OTU_2193"	"Bacteria"	"Bacteria [D]"	"Bacteria [D]"	"Bacteria [D]"	"Bacteria [D]"	"Bacteria [D]"
"OTU_2194"	"Bacteria"	"Planctomycetes"	"Planctomycetes [P]"	"Planctomycetes [P]"	"Planctomycetes [P]"	"Planctomycetes [P]"
"OTU_2195"	"Bacteria"	"Planctomycetes"	"Planctomycetia"	"Planctomycetales"	"Planctomycetaceae"	"Planctomycetaceae [F]"
"OTU_2196"	"Bacteria"	"Chlamydiae"	"Chlamydiia"	"Chlamydiia [C]"	"Chlamydiia [C]"	"Chlamydiia [C]"
"OTU_2197"	"Bacteria"	"Chlamydiae"	"Chlamydiae [P]"	"Chlamydiae [P]"	"Chlamydiae [P]"	"Chlamydiae [P]"
"OTU_2198"	"Bacteria"	"Bacteria [D]"	"Bacteria [D]"	"Bacteria [D]"	"Bacteria [D]"	"Bacteria [D]"
"OTU_2199"	"Bacteria"	"Bacteria [D]"	"Bacteria [D]"	"Bacteria [D]"	"Bacteria [D]"	"Bacteria [D]"
"OTU_2200"	"Bacteria"	"Bacteria [D]"	"Bacteria [D]"	"Bacteria [D]"	"Bacteria [D]"	"Bacteria [D]"
"OTU_2201"	"Bacteria"	"Chlamydiae"	"Chlamydiia"	"Chlamydiia [C]"	"Chlamydiia [C]"	"Chlamydiia [C]"
"OTU_2202"	"Bacteria"	"Bacteria [D]"	"Bacteria [D]"	"Bacteria [D]"	"Bacteria [D]"	"Bacteria [D]"
"OTU_2203"	"Bacteria"	"Planctomycetes"	"Planctomycetia"	"Planctomycetia [C]"	"Planctomycetia [C]"	"Planctomycetia [C]"
"OTU_2204"	"Bacteria"	"Bacteria [D]"	"Bacteria [D]"	"Bacteria [D]"	"Bacteria [D]"	"Bacteria [D]"
"OTU_2205"	"Bacteria"	"Bacteria [D]"	"Bacteria [D]"	"Bacteria [D]"	"Bacteria [D]"	"Bacteria [D]"
"OTU_2206"	"Bacteria"	"Bacteria [D]"	"Bacteria [D]"	"Bacteria [D]"	"Bacteria [D]"	"Bacteria [D]"
"OTU_2207"	"Bacteria"	"Armatimonadetes"	"Armatimonadetes [P]"	"Armatimonadetes [P]"	"Armatimonadetes [P]"	"Armatimonadetes gp2"
"OTU_2208"	"Bacteria"	"Bacteria [D]"	"Bacteria [D]"	"Bacteria [D]"	"Bacteria [D]"	"Bacteria [D]"
"OTU_2209"	"Bacteria"	"Bacteria [D]"	"Bacteria [D]"	"Bacteria [D]"	"Bacteria [D]"	"Bacteria [D]"
"OTU_2210"	"Bacteria"	"Bacteroidetes"	"Bacteroidetes [P]"	"Bacteroidetes [P]"	"Bacteroidetes [P]"	"Bacteroidetes [P]"
"OTU_2211"	"Bacteria"	"Bacteria [D]"	"Bacteria [D]"	"Bacteria [D]"	"Bacteria [D]"	"Bacteria [D]"
"OTU_2212"	"Bacteria"	"Bacteroidetes"	"Sphingobacteriia"	"Sphingobacteriia [C]"	"Sphingobacteriia [C]"	"Sphingobacteriia [C]"
"OTU_2213"	"Bacteria"	"Bacteroidetes"	"Sphingobacteriia"	"Sphingobacteriales"	"Chitinophagaceae"	"Chitinophagaceae [F]"
"OTU_2214"	"Bacteria"	"Bacteria [D]"	"Bacteria [D]"	"Bacteria [D]"	"Bacteria [D]"	"Bacteria [D]"
"OTU_2215"	"Bacteria"	"Bacteria [D]"	"Bacteria [D]"	"Bacteria [D]"	"Bacteria [D]"	"Bacteria [D]"
"OTU_2216"	"Bacteria"	"Bacteroidetes"	"Bacteroidetes [P]"	"Bacteroidetes [P]"	"Bacteroidetes [P]"	"Bacteroidetes [P]"
"OTU_2217"	"Bacteria"	"Bacteria [D]"	"Bacteria [D]"	"Bacteria [D]"	"Bacteria [D]"	"Bacteria [D]"
"OTU_2218"	"Bacteria"	"Firmicutes"	"Bacilli"	"Bacillales"	"Bacillaceae 1"	"Bacillus"
"OTU_2219"	"Bacteria"	"Bacteria [D]"	"Bacteria [D]"	"Bacteria [D]"	"Bacteria [D]"	"Bacteria [D]"
"OTU_2220"	"Bacteria"	"Verrucomicrobia"	"Verrucomicrobiae"	"Verrucomicrobiales"	"Verrucomicrobiaceae"	"Verrucomicrobium"
"OTU_2221"	"Bacteria"	"Verrucomicrobia"	"Subdivision3"	"Subdivision3 [C]"	"Subdivision3 [C]"	"Subdivision3 genera (is)"
"OTU_2222"	"Bacteria"	"Verrucomicrobia"	"Subdivision3"	"Subdivision3 [C]"	"Subdivision3 [C]"	"Subdivision3 genera (is)"
"OTU_2223"	"Bacteria"	"Latescibacteria"	"Latescibacteria [P]"	"Latescibacteria [P]"	"Latescibacteria [P]"	"Latescibacteria genera (is)"
"OTU_2224"	"Bacteria"	"Bacteria [D]"	"Bacteria [D]"	"Bacteria [D]"	"Bacteria [D]"	"Bacteria [D]"
"OTU_2225"	"Bacteria"	"Bacteria [D]"	"Bacteria [D]"	"Bacteria [D]"	"Bacteria [D]"	"Bacteria [D]"
"OTU_2226"	"Bacteria"	"Chloroflexi"	"Caldilineae"	"Caldilineae [C]"	"Caldilineae [C]"	"Caldilineae [C]"
"OTU_2227"	"Bacteria"	"Chloroflexi"	"Chloroflexi [P]"	"Chloroflexi [P]"	"Chloroflexi [P]"	"Chloroflexi [P]"
"OTU_2228"	"Bacteria"	"Bacteroidetes"	"Flavobacteriia"	"Flavobacteriales"	"Flavobacteriaceae"	"Flavobacteriaceae [F]"
"OTU_2229"	"Bacteria"	"Bacteroidetes"	"Bacteroidetes [P]"	"Bacteroidetes [P]"	"Bacteroidetes [P]"	"Bacteroidetes [P]"
"OTU_2230"	"Bacteria"	"Bacteria [D]"	"Bacteria [D]"	"Bacteria [D]"	"Bacteria [D]"	"Bacteria [D]"
"OTU_2231"	"Bacteria"	"Bacteria [D]"	"Bacteria [D]"	"Bacteria [D]"	"Bacteria [D]"	"Bacteria [D]"
"OTU_2232"	"Bacteria"	"Proteobacteria"	"Deltaproteobacteria"	"Syntrophobacterales"	"Syntrophobacteraceae"	"Syntrophobacteraceae [F]"
"OTU_2233"	"Bacteria"	"Acidobacteria"	"Acidobacteria [P]"	"Acidobacteria [P]"	"Acidobacteria [P]"	"Acidobacteria [P]"
"OTU_2234"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Gammaproteobacteria [C]"	"Gammaproteobacteria [C]"	"Gammaproteobacteria [C]"
"OTU_2235"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Gammaproteobacteria [C]"	"Gammaproteobacteria [C]"	"Gammaproteobacteria [C]"
"OTU_2236"	"Bacteria"	"Proteobacteria"	"Proteobacteria [P]"	"Proteobacteria [P]"	"Proteobacteria [P]"	"Proteobacteria [P]"
"OTU_2237"	"Bacteria"	"Proteobacteria"	"Proteobacteria [P]"	"Proteobacteria [P]"	"Proteobacteria [P]"	"Proteobacteria [P]"
"OTU_2238"	"Bacteria"	"Proteobacteria"	"Proteobacteria [P]"	"Proteobacteria [P]"	"Proteobacteria [P]"	"Proteobacteria [P]"
"OTU_2239"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Gammaproteobacteria [C]"	"Gammaproteobacteria [C]"	"Gammaproteobacteria [C]"
"OTU_2240"	"Bacteria"	"Bacteria [D]"	"Bacteria [D]"	"Bacteria [D]"	"Bacteria [D]"	"Bacteria [D]"
"OTU_2241"	"Bacteria"	"Acidobacteria"	"Acidobacteria Gp3"	"Acidobacteria Gp3 [C]"	"Acidobacteria Gp3 [C]"	"Acidobacteria Gp3 [C]"
"OTU_2242"	"Bacteria"	"Proteobacteria"	"Deltaproteobacteria"	"Myxococcales"	"Myxococcales [O]"	"Myxococcales [O]"
"OTU_2243"	"Bacteria"	"Actinobacteria"	"Actinobacteria"	"Actinobacteria [C]"	"Actinobacteria [C]"	"Actinobacteria [C]"
"OTU_2244"	"Bacteria"	"Acidobacteria"	"Acidobacteria Gp7"	"Acidobacteria Gp7 [C]"	"Acidobacteria Gp7 [C]"	"Gp7"
"OTU_2245"	"Bacteria"	"Bacteria [D]"	"Bacteria [D]"	"Bacteria [D]"	"Bacteria [D]"	"Bacteria [D]"
"OTU_2246"	"Bacteria"	"Bacteria [D]"	"Bacteria [D]"	"Bacteria [D]"	"Bacteria [D]"	"Bacteria [D]"
"OTU_2247"	"Bacteria"	"Acidobacteria"	"Acidobacteria Gp17"	"Acidobacteria Gp17 [C]"	"Acidobacteria Gp17 [C]"	"Acidobacteria Gp17 [C]"
"OTU_2248"	"Bacteria"	"Bacteria [D]"	"Bacteria [D]"	"Bacteria [D]"	"Bacteria [D]"	"Bacteria [D]"
"OTU_2249"	"Bacteria"	"Bacteria [D]"	"Bacteria [D]"	"Bacteria [D]"	"Bacteria [D]"	"Bacteria [D]"
"OTU_2250"	"Bacteria"	"Chlamydiae"	"Chlamydiia"	"Chlamydiales"	"Chlamydiales [O]"	"Chlamydiales [O]"
"OTU_2251"	"Bacteria"	"Bacteria [D]"	"Bacteria [D]"	"Bacteria [D]"	"Bacteria [D]"	"Bacteria [D]"
"OTU_2252"	"Bacteria"	"Bacteria [D]"	"Bacteria [D]"	"Bacteria [D]"	"Bacteria [D]"	"Bacteria [D]"
"OTU_2253"	"Bacteria"	"Bacteria [D]"	"Bacteria [D]"	"Bacteria [D]"	"Bacteria [D]"	"Bacteria [D]"
"OTU_2254"	"Bacteria"	"Bacteria [D]"	"Bacteria [D]"	"Bacteria [D]"	"Bacteria [D]"	"Bacteria [D]"
"OTU_2255"	"Bacteria"	"Bacteria [D]"	"Bacteria [D]"	"Bacteria [D]"	"Bacteria [D]"	"Bacteria [D]"
"OTU_2256"	"Bacteria"	"Chlamydiae"	"Chlamydiia"	"Chlamydiia [C]"	"Chlamydiia [C]"	"Chlamydiia [C]"
"OTU_2257"	"Bacteria"	"Bacteria [D]"	"Bacteria [D]"	"Bacteria [D]"	"Bacteria [D]"	"Bacteria [D]"
"OTU_2258"	"Bacteria"	"Latescibacteria"	"Latescibacteria [P]"	"Latescibacteria [P]"	"Latescibacteria [P]"	"Latescibacteria genera (is)"
"OTU_2259"	"Bacteria"	"Bacteria [D]"	"Bacteria [D]"	"Bacteria [D]"	"Bacteria [D]"	"Bacteria [D]"
"OTU_2260"	"Bacteria"	"Bacteria [D]"	"Bacteria [D]"	"Bacteria [D]"	"Bacteria [D]"	"Bacteria [D]"
"OTU_2261"	"Bacteria"	"Bacteria [D]"	"Bacteria [D]"	"Bacteria [D]"	"Bacteria [D]"	"Bacteria [D]"
"OTU_2262"	"Bacteria"	"Bacteria [D]"	"Bacteria [D]"	"Bacteria [D]"	"Bacteria [D]"	"Bacteria [D]"
"OTU_2263"	"Bacteria"	"Bacteria [D]"	"Bacteria [D]"	"Bacteria [D]"	"Bacteria [D]"	"Bacteria [D]"
"OTU_2264"	"Bacteria"	"Bacteria [D]"	"Bacteria [D]"	"Bacteria [D]"	"Bacteria [D]"	"Bacteria [D]"
"OTU_2265"	"Bacteria"	"Planctomycetes"	"Planctomycetes [P]"	"Planctomycetes [P]"	"Planctomycetes [P]"	"Planctomycetes [P]"
"OTU_2266"	"Bacteria"	"Chlamydiae"	"Chlamydiae [P]"	"Chlamydiae [P]"	"Chlamydiae [P]"	"Chlamydiae [P]"
"OTU_2267"	"Bacteria"	"Bacteria [D]"	"Bacteria [D]"	"Bacteria [D]"	"Bacteria [D]"	"Bacteria [D]"
"OTU_2268"	"Bacteria"	"Bacteria [D]"	"Bacteria [D]"	"Bacteria [D]"	"Bacteria [D]"	"Bacteria [D]"
"OTU_2269"	"Bacteria"	"Bacteria [D]"	"Bacteria [D]"	"Bacteria [D]"	"Bacteria [D]"	"Bacteria [D]"
"OTU_2270"	"Bacteria"	"Bacteria [D]"	"Bacteria [D]"	"Bacteria [D]"	"Bacteria [D]"	"Bacteria [D]"
"OTU_2271"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Xanthomonadales"	"Xanthomonadales [O]"	"Xanthomonadales [O]"
"OTU_2272"	"Bacteria"	"Proteobacteria"	"Proteobacteria [P]"	"Proteobacteria [P]"	"Proteobacteria [P]"	"Proteobacteria [P]"
"OTU_2273"	"Bacteria"	"Acidobacteria"	"Acidobacteria Gp6"	"Acidobacteria Gp6 [C]"	"Acidobacteria Gp6 [C]"	"Acidobacteria Gp6 [C]"
"OTU_2274"	"Bacteria"	"Bacteria [D]"	"Bacteria [D]"	"Bacteria [D]"	"Bacteria [D]"	"Bacteria [D]"
"OTU_2275"	"Bacteria"	"Bacteria [D]"	"Bacteria [D]"	"Bacteria [D]"	"Bacteria [D]"	"Bacteria [D]"
"OTU_2276"	"Bacteria"	"Bacteria [D]"	"Bacteria [D]"	"Bacteria [D]"	"Bacteria [D]"	"Bacteria [D]"
"OTU_2277"	"Bacteria"	"Bacteria [D]"	"Bacteria [D]"	"Bacteria [D]"	"Bacteria [D]"	"Bacteria [D]"
"OTU_2278"	"Bacteria"	"Bacteria [D]"	"Bacteria [D]"	"Bacteria [D]"	"Bacteria [D]"	"Bacteria [D]"
"OTU_2279"	"Bacteria"	"Bacteria [D]"	"Bacteria [D]"	"Bacteria [D]"	"Bacteria [D]"	"Bacteria [D]"
"OTU_2280"	"Bacteria"	"Bacteria [D]"	"Bacteria [D]"	"Bacteria [D]"	"Bacteria [D]"	"Bacteria [D]"
"OTU_2281"	"Bacteria"	"Verrucomicrobia"	"Verrucomicrobia [P]"	"Verrucomicrobia [P]"	"Verrucomicrobia [P]"	"Verrucomicrobia [P]"
"OTU_2282"	"Bacteria"	"Verrucomicrobia"	"Verrucomicrobia [P]"	"Verrucomicrobia [P]"	"Verrucomicrobia [P]"	"Verrucomicrobia [P]"
"OTU_2283"	"Bacteria"	"Verrucomicrobia"	"Verrucomicrobia [P]"	"Verrucomicrobia [P]"	"Verrucomicrobia [P]"	"Verrucomicrobia [P]"
"OTU_2284"	"Bacteria"	"Latescibacteria"	"Latescibacteria [P]"	"Latescibacteria [P]"	"Latescibacteria [P]"	"Latescibacteria [P]"
"OTU_2285"	"Bacteria"	"BRC1"	"BRC1 [P]"	"BRC1 [P]"	"BRC1 [P]"	"BRC1 [P]"
"OTU_2286"	"Bacteria"	"Bacteria [D]"	"Bacteria [D]"	"Bacteria [D]"	"Bacteria [D]"	"Bacteria [D]"
"OTU_2287"	"Bacteria"	"Chloroflexi"	"Chloroflexi [P]"	"Chloroflexi [P]"	"Chloroflexi [P]"	"Chloroflexi [P]"
"OTU_2288"	"Bacteria"	"Proteobacteria"	"Deltaproteobacteria"	"Deltaproteobacteria [C]"	"Deltaproteobacteria [C]"	"Deltaproteobacteria [C]"
"OTU_2289"	"Bacteria"	"Acidobacteria"	"Acidobacteria [P]"	"Acidobacteria [P]"	"Acidobacteria [P]"	"Acidobacteria [P]"
"OTU_2290"	"Bacteria"	"Proteobacteria"	"Deltaproteobacteria"	"Deltaproteobacteria [C]"	"Deltaproteobacteria [C]"	"Deltaproteobacteria [C]"
"OTU_2291"	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"Sphingomonadales"	"Sphingomonadales [O]"	"Sphingomonadales [O]"
"OTU_2292"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Gammaproteobacteria [C]"	"Gammaproteobacteria [C]"	"Gammaproteobacteria [C]"
"OTU_2293"	"Bacteria"	"Proteobacteria"	"Deltaproteobacteria"	"Deltaproteobacteria [C]"	"Deltaproteobacteria [C]"	"Deltaproteobacteria [C]"
"OTU_2294"	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"Alphaproteobacteria [C]"	"Alphaproteobacteria [C]"	"Alphaproteobacteria [C]"
"OTU_2295"	"Bacteria"	"Acidobacteria"	"Acidobacteria Gp3"	"Acidobacteria Gp3 [C]"	"Acidobacteria Gp3 [C]"	"Acidobacteria Gp3 [C]"
"OTU_2296"	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"Alphaproteobacteria [C]"	"Alphaproteobacteria [C]"	"Alphaproteobacteria [C]"
"OTU_2297"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Gammaproteobacteria [C]"	"Gammaproteobacteria [C]"	"Gammaproteobacteria [C]"
"OTU_2298"	"Bacteria"	"Proteobacteria"	"Deltaproteobacteria"	"Desulfuromonadales"	"Desulfuromonadales [O]"	"Desulfuromonadales [O]"
"OTU_2299"	"Bacteria"	"Proteobacteria"	"Proteobacteria [P]"	"Proteobacteria [P]"	"Proteobacteria [P]"	"Proteobacteria [P]"
